41.78113N,23.43903E,1611.51,08:17.06
41.78113N,23.43903E,1611.28,08:17.07
41.78113N,23.43903E,1611.15,08:17.08
41.78113N,23.43903E,1611.03,08:17.09
41.78114N,23.43903E,1611.05,08:17.10
41.78114N,23.43903E,1610.86,08:17.14
41.78114N,23.43903E,1611.1,08:17.15
41.78114N,23.43903E,1611.3,08:17.16
41.78114N,23.43902E,1611.16,08:17.19
41.78114N,23.43902E,1610.9,08:17.20
41.78114N,23.43902E,1610.99,08:17.21
41.78114N,23.43902E,1610.99,08:17.24
41.78114N,23.43902E,1610.86,08:17.25
41.78114N,23.43902E,1610.93,08:17.26
41.78114N,23.43902E,1610.78,08:17.27
41.78114N,23.43901E,1610.58,08:17.28
41.78114N,23.439E,1609.7,08:17.29
41.78114N,23.439E,1608.78,08:17.32
41.78114N,23.439E,1609.26,08:17.33
41.78114N,23.43901E,1608.69,08:17.34
41.78115N,23.43903E,1608.12,08:17.37
41.78115N,23.43903E,1607.28,08:17.38
41.78115N,23.43904E,1607.22,08:17.39
41.78115N,23.43904E,1607.19,08:17.40
41.78115N,23.43904E,1607.28,08:17.41
41.78115N,23.43904E,1607.32,08:17.42
41.78115N,23.43904E,1607.35,08:17.43
41.78116N,23.43904E,1607.43,08:17.44
41.78116N,23.43904E,1607.56,08:17.45
41.78116N,23.43904E,1607.51,08:17.46
41.78116N,23.43905E,1607.58,08:17.47
41.78116N,23.43905E,1607.54,08:17.48
41.78116N,23.43905E,1607.43,08:17.49
41.78116N,23.43905E,1607.32,08:17.50
41.78116N,23.43905E,1607.39,08:17.51
41.78117N,23.43905E,1607.44,08:17.52
41.78117N,23.43906E,1607.56,08:17.53
41.78117N,23.43906E,1607.47,08:17.54
41.78117N,23.43906E,1607.45,08:17.55
41.78117N,23.43906E,1607.47,08:17.58
41.78117N,23.43906E,1607.43,08:17.59
41.78117N,23.43906E,1607.34,08:18.02
41.78117N,23.43906E,1607.22,08:18.03
41.78117N,23.43906E,1607.13,08:18.04
41.78117N,23.43906E,1607.14,08:18.05
41.78117N,23.43906E,1607.18,08:18.06
41.78117N,23.43906E,1607.25,08:18.07
41.78117N,23.43906E,1607.28,08:18.08
41.78117N,23.43907E,1607.34,08:18.09
41.78117N,23.43907E,1607.4,08:18.10
41.78117N,23.43907E,1607.41,08:18.11
41.78117N,23.43907E,1607.45,08:18.12
41.78117N,23.43907E,1607.48,08:18.13
41.78117N,23.43907E,1607.51,08:18.14
41.78117N,23.43907E,1607.54,08:18.17
41.78117N,23.43907E,1607.7,08:18.18
41.78117N,23.43907E,1607.71,08:18.19
41.78118N,23.43907E,1607.76,08:18.20
41.78118N,23.43907E,1607.78,08:18.21
41.78118N,23.43907E,1607.9,08:18.22
41.78118N,23.43907E,1607.92,08:18.23
41.78118N,23.43906E,1607.91,08:18.26
41.78119N,23.43906E,1608.26,08:18.29
41.78119N,23.43906E,1608.15,08:18.30
41.78119N,23.43906E,1608.2,08:18.31
41.78119N,23.43906E,1608.25,08:18.34
41.78119N,23.43906E,1608.05,08:18.35
41.78119N,23.43906E,1607.96,08:18.36
41.78118N,23.43906E,1607.83,08:18.39
41.78118N,23.43906E,1607.75,08:18.40
41.78118N,23.43906E,1607.73,08:18.41
41.78118N,23.43906E,1607.67,08:18.42
41.78118N,23.43906E,1607.5,08:18.44
41.78119N,23.43906E,1607.48,08:18.47
41.78119N,23.43906E,1607.02,08:18.48
41.78118N,23.43906E,1606.88,08:18.49
41.78118N,23.43906E,1606.71,08:18.51
41.78119N,23.43906E,1606.02,08:18.56
41.78119N,23.43906E,1605.76,08:18.57
41.78119N,23.43906E,1605.75,08:18.58
41.78119N,23.43906E,1605.68,08:18.59
41.78119N,23.43906E,1605.61,08:19.00
41.78119N,23.43906E,1605.58,08:19.01
41.78119N,23.43906E,1605.61,08:19.02
41.7812N,23.43905E,1605.69,08:19.03
41.7812N,23.43905E,1605.67,08:19.04
41.7812N,23.43905E,1605.68,08:19.05
41.7812N,23.43905E,1605.79,08:19.06
41.7812N,23.43905E,1605.84,08:19.07
41.7812N,23.43905E,1605.84,08:19.11
41.7812N,23.43905E,1605.41,08:19.12
41.7812N,23.43905E,1605.39,08:19.13
41.7812N,23.43905E,1605.39,08:19.14
41.7812N,23.43905E,1605.37,08:19.15
41.7812N,23.43905E,1605.38,08:19.16
41.7812N,23.43905E,1605.36,08:19.17
41.7812N,23.43905E,1605.27,08:19.18
41.7812N,23.43905E,1605.1,08:19.19
41.7812N,23.43905E,1605.08,08:19.20
41.78121N,23.43906E,1605.05,08:19.25
41.78121N,23.43906E,1604.82,08:19.26
41.78121N,23.43906E,1604.83,08:19.27
